dt,Channel,costs
2019-10-25,OppleCreativeMedia,16.5
2019-10-26,OppleCreativeMedia,14.25
2019-10-27,OppleCreativeMedia,17.75
2019-05-01,WahooNetBanner,10.799999999999999
2019-05-02,WahooNetBanner,7.199999999999999
2019-05-03,WahooNetBanner,8.4
2019-05-04,WahooNetBanner,10.799999999999999
2019-05-05,WahooNetBanner,12.0
2019-05-06,WahooNetBanner,19.2
2019-05-07,WahooNetBanner,8.4
2019-05-08,WahooNetBanner,7.8
2019-05-09,WahooNetBanner,11.4
2019-05-10,WahooNetBanner,14.399999999999999
2019-05-11,WahooNetBanner,15.6
2019-05-12,WahooNetBanner,15.6
2019-05-13,WahooNetBanner,12.6
2019-05-14,WahooNetBanner,13.799999999999999
2019-05-15,WahooNetBanner,9.6
2019-05-16,WahooNetBanner,13.799999999999999
2019-05-17,WahooNetBanner,15.0
2019-05-18,WahooNetBanner,10.2
2019-05-19,WahooNetBanner,15.0
2019-05-20,WahooNetBanner,12.0
2019-05-21,WahooNetBanner,10.799999999999999
2019-05-22,WahooNetBanner,9.0
2019-05-23,WahooNetBanner,7.199999999999999
2019-05-24,WahooNetBanner,12.6
2019-05-25,WahooNetBanner,15.0
2019-05-26,WahooNetBanner,12.6
2019-05-27,WahooNetBanner,9.0
2019-05-28,WahooNetBanner,10.799999999999999
2019-05-29,WahooNetBanner,28.2
2019-05-30,WahooNetBanner,25.2
2019-05-31,WahooNetBanner,34.8
2019-06-01,WahooNetBanner,33.6
2019-06-02,WahooNetBanner,37.8
2019-06-03,WahooNetBanner,28.799999999999997
2019-06-04,WahooNetBanner,22.2
2019-06-05,WahooNetBanner,28.799999999999997
2019-06-06,WahooNetBanner,29.4
2019-06-07,WahooNetBanner,26.4
2019-06-08,WahooNetBanner,27.599999999999998
2019-06-09,WahooNetBanner,33.6
2019-06-10,WahooNetBanner,28.2
2019-06-11,WahooNetBanner,24.599999999999998
2019-06-12,WahooNetBanner,12.0
2019-06-13,WahooNetBanner,19.8
2019-06-14,WahooNetBanner,22.2
2019-06-15,WahooNetBanner,25.8
2019-06-16,WahooNetBanner,33.6
2019-06-17,WahooNetBanner,23.4
2019-06-18,WahooNetBanner,25.2
2019-06-19,WahooNetBanner,19.8
2019-06-20,WahooNetBanner,25.8
2019-06-21,WahooNetBanner,31.2
2019-06-22,WahooNetBanner,41.4
2019-06-23,WahooNetBanner,34.8
2019-06-24,WahooNetBanner,37.8
2019-06-25,WahooNetBanner,37.199999999999996
2019-06-26,WahooNetBanner,34.8
2019-06-27,WahooNetBanner,38.4
2019-06-28,WahooNetBanner,39.0
2019-06-29,WahooNetBanner,48.6
2019-06-30,WahooNetBanner,49.199999999999996
2019-07-01,WahooNetBanner,43.199999999999996
2019-07-02,WahooNetBanner,33.0
2019-07-03,WahooNetBanner,37.8
2019-07-04,WahooNetBanner,34.8
2019-07-05,WahooNetBanner,34.8
2019-07-06,WahooNetBanner,33.0
2019-07-07,WahooNetBanner,40.199999999999996
2019-07-08,WahooNetBanner,28.2
2019-07-09,WahooNetBanner,27.599999999999998
2019-07-10,WahooNetBanner,21.0
2019-07-11,WahooNetBanner,26.4
2019-07-12,WahooNetBanner,19.2
2019-07-13,WahooNetBanner,31.2
2019-07-14,WahooNetBanner,20.4
2019-07-15,WahooNetBanner,24.599999999999998
2019-07-16,WahooNetBanner,23.4
2019-07-17,WahooNetBanner,19.8
2019-07-18,WahooNetBanner,21.0
2019-07-19,WahooNetBanner,22.8
2019-07-20,WahooNetBanner,21.599999999999998
2019-07-21,WahooNetBanner,26.4
2019-07-22,WahooNetBanner,24.599999999999998
2019-07-23,WahooNetBanner,20.4
2019-07-24,WahooNetBanner,19.8
2019-07-25,WahooNetBanner,25.8
2019-07-26,WahooNetBanner,38.4
2019-07-27,WahooNetBanner,24.0
2019-07-28,WahooNetBanner,29.4
2019-07-29,WahooNetBanner,24.0
2019-07-30,WahooNetBanner,31.2
2019-07-31,WahooNetBanner,23.4
2019-08-01,WahooNetBanner,25.8
2019-08-02,WahooNetBanner,32.4
2019-08-03,WahooNetBanner,33.0
2019-08-04,WahooNetBanner,34.8
2019-08-05,WahooNetBanner,30.0
2019-08-06,WahooNetBanner,35.4
2019-08-07,WahooNetBanner,28.2
2019-08-08,WahooNetBanner,29.4
2019-08-09,WahooNetBanner,30.0
2019-08-10,WahooNetBanner,43.199999999999996
2019-08-11,WahooNetBanner,35.4
2019-08-12,WahooNetBanner,40.8
2019-08-13,WahooNetBanner,34.8
2019-08-14,WahooNetBanner,26.4
2019-08-15,WahooNetBanner,25.8
2019-08-16,WahooNetBanner,31.799999999999997
2019-08-17,WahooNetBanner,35.4
2019-08-18,WahooNetBanner,43.199999999999996
2019-08-19,WahooNetBanner,38.4
2019-08-20,WahooNetBanner,28.2
2019-08-21,WahooNetBanner,27.599999999999998
2019-08-22,WahooNetBanner,36.0
2019-08-23,WahooNetBanner,34.8
2019-08-24,WahooNetBanner,42.6
2019-08-25,WahooNetBanner,37.199999999999996
2019-08-26,WahooNetBanner,34.199999999999996
2019-08-27,WahooNetBanner,29.4
2019-08-28,WahooNetBanner,33.6
2019-08-29,WahooNetBanner,35.4
2019-08-30,WahooNetBanner,35.4
2019-08-31,WahooNetBanner,31.799999999999997
2019-09-01,WahooNetBanner,36.0
2019-09-02,WahooNetBanner,25.8
2019-09-03,WahooNetBanner,21.599999999999998
2019-09-04,WahooNetBanner,20.4
2019-09-05,WahooNetBanner,22.2
2019-09-06,WahooNetBanner,30.599999999999998
2019-09-07,WahooNetBanner,28.2
2019-09-08,WahooNetBanner,25.8
2019-09-09,WahooNetBanner,22.8
2019-09-10,WahooNetBanner,28.799999999999997
2019-09-11,WahooNetBanner,26.4
2019-09-12,WahooNetBanner,22.2
2019-09-13,WahooNetBanner,26.4
2019-09-14,WahooNetBanner,27.599999999999998
2019-09-15,WahooNetBanner,38.4
2019-09-16,WahooNetBanner,34.199999999999996
2019-09-17,WahooNetBanner,24.0
2019-09-18,WahooNetBanner,19.2
2019-09-19,WahooNetBanner,31.2
2019-09-20,WahooNetBanner,40.199999999999996
2019-09-21,WahooNetBanner,40.8
2019-09-22,WahooNetBanner,36.6
2019-09-23,WahooNetBanner,42.0
2019-09-24,WahooNetBanner,34.199999999999996
2019-09-25,WahooNetBanner,38.4
2019-09-26,WahooNetBanner,36.0
2019-09-27,WahooNetBanner,46.8
2019-09-28,WahooNetBanner,52.199999999999996
2019-09-29,WahooNetBanner,53.4
2019-09-30,WahooNetBanner,45.0
2019-10-01,WahooNetBanner,45.6
2019-10-02,WahooNetBanner,40.199999999999996
2019-10-03,WahooNetBanner,43.8
2019-10-04,WahooNetBanner,41.4
2019-10-05,WahooNetBanner,44.4
2019-10-06,WahooNetBanner,48.6
2019-10-07,WahooNetBanner,34.8
2019-10-08,WahooNetBanner,31.799999999999997
2019-10-09,WahooNetBanner,26.4
2019-10-10,WahooNetBanner,27.0
2019-10-11,WahooNetBanner,30.0
2019-10-12,WahooNetBanner,28.2
2019-10-13,WahooNetBanner,30.599999999999998
2019-10-14,WahooNetBanner,30.599999999999998
2019-10-15,WahooNetBanner,24.0
2019-10-16,WahooNetBanner,28.2
2019-10-17,WahooNetBanner,28.2
2019-10-18,WahooNetBanner,39.6
2019-10-19,WahooNetBanner,31.799999999999997
2019-10-20,WahooNetBanner,33.6
2019-10-21,WahooNetBanner,37.199999999999996
2019-10-22,WahooNetBanner,22.2
2019-10-23,WahooNetBanner,31.799999999999997
2019-10-24,WahooNetBanner,42.0
2019-10-25,WahooNetBanner,37.199999999999996
2019-10-26,WahooNetBanner,40.8
2019-10-27,WahooNetBanner,42.0
2019-05-01,lambdaMediaAds,17.6
2019-05-02,lambdaMediaAds,16.8
2019-05-03,lambdaMediaAds,16.8
2019-05-04,lambdaMediaAds,17.6
2019-05-05,lambdaMediaAds,12.8
2019-05-06,lambdaMediaAds,14.4
2019-05-07,lambdaMediaAds,16.0
2019-05-08,lambdaMediaAds,11.200000000000001
2019-05-09,lambdaMediaAds,10.4
2019-05-10,lambdaMediaAds,20.0
2019-05-11,lambdaMediaAds,16.8
2019-05-12,lambdaMediaAds,14.4
2019-05-13,lambdaMediaAds,10.4
2019-05-14,lambdaMediaAds,15.200000000000001
2019-05-15,lambdaMediaAds,11.200000000000001
2019-05-16,lambdaMediaAds,9.600000000000001
2019-05-17,lambdaMediaAds,11.200000000000001
2019-05-18,lambdaMediaAds,16.0
2019-05-19,lambdaMediaAds,16.8
2019-05-20,lambdaMediaAds,14.4
2019-05-21,lambdaMediaAds,18.400000000000002
2019-05-22,lambdaMediaAds,15.200000000000001
2019-05-23,lambdaMediaAds,16.8
2019-05-24,lambdaMediaAds,16.0
2019-05-25,lambdaMediaAds,21.6
2019-05-26,lambdaMediaAds,16.8
2019-05-27,lambdaMediaAds,16.0
2019-05-28,lambdaMediaAds,19.200000000000003
2019-05-29,lambdaMediaAds,9.600000000000001
2019-05-30,lambdaMediaAds,8.8
2019-05-31,lambdaMediaAds,10.4
2019-06-01,lambdaMediaAds,10.4
2019-06-02,lambdaMediaAds,8.8
2019-06-03,lambdaMediaAds,7.2
2019-06-04,lambdaMediaAds,5.6000000000000005
2019-06-05,lambdaMediaAds,5.6000000000000005
2019-06-06,lambdaMediaAds,0.8
2019-06-07,lambdaMediaAds,4.800000000000001
2019-06-08,lambdaMediaAds,4.800000000000001
2019-06-09,lambdaMediaAds,6.4
2019-06-10,lambdaMediaAds,9.600000000000001
2019-06-11,lambdaMediaAds,4.800000000000001
2019-06-12,lambdaMediaAds,5.6000000000000005
2019-06-13,lambdaMediaAds,4.0
2019-06-14,lambdaMediaAds,7.2
2019-06-15,lambdaMediaAds,6.4
2019-06-16,lambdaMediaAds,8.0
2019-06-17,lambdaMediaAds,4.0
2019-06-18,lambdaMediaAds,4.0
2019-06-19,lambdaMediaAds,3.2
2019-06-20,lambdaMediaAds,7.2
2019-06-21,lambdaMediaAds,4.800000000000001
2019-06-22,lambdaMediaAds,8.8
2019-06-23,lambdaMediaAds,8.0
2019-06-24,lambdaMediaAds,9.600000000000001
2019-06-25,lambdaMediaAds,11.200000000000001
2019-06-26,lambdaMediaAds,4.800000000000001
2019-06-27,lambdaMediaAds,5.6000000000000005
2019-06-28,lambdaMediaAds,8.8
2019-06-29,lambdaMediaAds,11.200000000000001
2019-06-30,lambdaMediaAds,8.0
2019-07-01,lambdaMediaAds,8.0
2019-07-02,lambdaMediaAds,8.0
2019-07-03,lambdaMediaAds,7.2
2019-07-04,lambdaMediaAds,8.0
2019-07-05,lambdaMediaAds,9.600000000000001
2019-07-06,lambdaMediaAds,12.0
2019-07-07,lambdaMediaAds,7.2
2019-07-08,lambdaMediaAds,4.800000000000001
2019-07-09,lambdaMediaAds,6.4
2019-07-10,lambdaMediaAds,8.8
2019-07-11,lambdaMediaAds,4.800000000000001
2019-07-12,lambdaMediaAds,4.0
2019-07-13,lambdaMediaAds,6.4
2019-07-14,lambdaMediaAds,9.600000000000001
2019-07-15,lambdaMediaAds,6.4
2019-07-16,lambdaMediaAds,3.2
2019-07-17,lambdaMediaAds,4.0
2019-07-18,lambdaMediaAds,5.6000000000000005
2019-07-19,lambdaMediaAds,7.2
2019-07-20,lambdaMediaAds,4.800000000000001
2019-07-21,lambdaMediaAds,10.4
2019-07-22,lambdaMediaAds,4.800000000000001
2019-07-23,lambdaMediaAds,8.0
2019-07-24,lambdaMediaAds,6.4
2019-07-25,lambdaMediaAds,6.4
2019-07-26,lambdaMediaAds,8.0
2019-07-27,lambdaMediaAds,6.4
2019-07-28,lambdaMediaAds,9.600000000000001
2019-07-29,lambdaMediaAds,7.2
2019-07-30,lambdaMediaAds,9.600000000000001
2019-07-31,lambdaMediaAds,6.4
2019-08-01,lambdaMediaAds,7.2
2019-08-02,lambdaMediaAds,6.4
2019-08-03,lambdaMediaAds,8.0
2019-08-04,lambdaMediaAds,7.2
2019-08-05,lambdaMediaAds,4.0
2019-08-06,lambdaMediaAds,5.6000000000000005
2019-08-07,lambdaMediaAds,4.800000000000001
2019-08-08,lambdaMediaAds,4.0
2019-08-09,lambdaMediaAds,9.600000000000001
2019-08-10,lambdaMediaAds,7.2
2019-08-11,lambdaMediaAds,6.4
2019-08-12,lambdaMediaAds,6.4
2019-08-13,lambdaMediaAds,6.4
2019-08-14,lambdaMediaAds,1.6
2019-08-15,lambdaMediaAds,7.2
2019-08-16,lambdaMediaAds,8.8
2019-08-17,lambdaMediaAds,7.2
2019-08-18,lambdaMediaAds,8.8
2019-08-19,lambdaMediaAds,6.4
2019-08-20,lambdaMediaAds,9.600000000000001
2019-08-21,lambdaMediaAds,17.6
2019-08-22,lambdaMediaAds,6.4
2019-08-23,lambdaMediaAds,4.800000000000001
2019-08-24,lambdaMediaAds,3.2
2019-08-25,lambdaMediaAds,9.600000000000001
2019-08-26,lambdaMediaAds,4.800000000000001
2019-08-27,lambdaMediaAds,10.4
2019-08-28,lambdaMediaAds,5.6000000000000005
2019-08-29,lambdaMediaAds,5.6000000000000005
2019-08-30,lambdaMediaAds,9.600000000000001
2019-08-31,lambdaMediaAds,9.600000000000001
2019-09-01,lambdaMediaAds,8.8
2019-09-02,lambdaMediaAds,10.4
2019-09-03,lambdaMediaAds,5.6000000000000005
2019-09-04,lambdaMediaAds,4.0
2019-09-05,lambdaMediaAds,5.6000000000000005
2019-09-06,lambdaMediaAds,6.4
2019-09-07,lambdaMediaAds,8.8
2019-09-08,lambdaMediaAds,11.200000000000001
2019-09-09,lambdaMediaAds,7.2
2019-09-10,lambdaMediaAds,4.0
2019-09-11,lambdaMediaAds,5.6000000000000005
2019-09-12,lambdaMediaAds,4.800000000000001
2019-09-13,lambdaMediaAds,6.4
2019-09-14,lambdaMediaAds,6.4
2019-09-15,lambdaMediaAds,7.2
2019-09-16,lambdaMediaAds,6.4
2019-09-17,lambdaMediaAds,5.6000000000000005
2019-09-18,lambdaMediaAds,5.6000000000000005
2019-09-19,lambdaMediaAds,6.4
2019-09-20,lambdaMediaAds,9.600000000000001
2019-09-21,lambdaMediaAds,17.6
2019-09-22,lambdaMediaAds,6.4
2019-09-23,lambdaMediaAds,12.8
2019-09-24,lambdaMediaAds,11.200000000000001
2019-09-25,lambdaMediaAds,7.2
2019-09-26,lambdaMediaAds,6.4
2019-09-27,lambdaMediaAds,14.4
2019-09-28,lambdaMediaAds,16.8
2019-09-29,lambdaMediaAds,11.200000000000001
2019-09-30,lambdaMediaAds,7.2
2019-10-01,lambdaMediaAds,6.4
2019-10-02,lambdaMediaAds,5.6000000000000005
2019-10-03,lambdaMediaAds,6.4
2019-10-04,lambdaMediaAds,12.8
2019-10-05,lambdaMediaAds,12.0
2019-10-06,lambdaMediaAds,8.8
2019-10-07,lambdaMediaAds,13.600000000000001
2019-10-08,lambdaMediaAds,11.200000000000001
2019-10-09,lambdaMediaAds,5.6000000000000005
2019-10-10,lambdaMediaAds,4.0
2019-10-11,lambdaMediaAds,4.0
2019-10-12,lambdaMediaAds,8.8
2019-10-13,lambdaMediaAds,13.600000000000001
2019-10-14,lambdaMediaAds,5.6000000000000005
2019-10-15,lambdaMediaAds,8.8
2019-10-16,lambdaMediaAds,8.0
2019-10-17,lambdaMediaAds,2.4000000000000004
2019-10-18,lambdaMediaAds,8.0
2019-10-19,lambdaMediaAds,5.6000000000000005
2019-10-20,lambdaMediaAds,8.8
2019-10-21,lambdaMediaAds,7.2
2019-10-22,lambdaMediaAds,6.4
2019-10-23,lambdaMediaAds,4.0
2019-10-24,lambdaMediaAds,6.4
2019-10-25,lambdaMediaAds,8.8
2019-10-26,lambdaMediaAds,8.8
2019-10-27,lambdaMediaAds,12.0
