record_id,item_topic,source_topic,age_segment,dt,visits
1058093,Отношения,Строительство,26-30,2019-09-24 18:56:00,13
1058094,Отношения,Строительство,26-30,2019-09-24 18:57:00,21
1058095,Отношения,Строительство,26-30,2019-09-24 18:58:00,13
1058096,Отношения,Строительство,26-30,2019-09-24 18:59:00,8
1058097,Отношения,Строительство,26-30,2019-09-24 19:00:00,5
1058098,Отношения,Строительство,31-35,2019-09-24 18:28:00,1
1058099,Отношения,Строительство,31-35,2019-09-24 18:29:00,1
1058100,Отношения,Строительство,31-35,2019-09-24 18:31:00,1
1058101,Отношения,Строительство,31-35,2019-09-24 18:53:00,1
1058102,Отношения,Строительство,31-35,2019-09-24 18:54:00,1
1058103,Отношения,Строительство,31-35,2019-09-24 18:55:00,9
1058104,Отношения,Строительство,31-35,2019-09-24 18:56:00,10
1058105,Отношения,Строительство,31-35,2019-09-24 18:57:00,18
1058106,Отношения,Строительство,31-35,2019-09-24 18:58:00,10
1058107,Отношения,Строительство,31-35,2019-09-24 18:59:00,11
1058108,Отношения,Строительство,31-35,2019-09-24 19:00:00,7
1058109,Отношения,Строительство,36-40,2019-09-24 18:54:00,4
1058110,Отношения,Строительство,36-40,2019-09-24 18:55:00,7
1058111,Отношения,Строительство,36-40,2019-09-24 18:56:00,7
1058112,Отношения,Строительство,36-40,2019-09-24 18:57:00,9
1058113,Отношения,Строительство,36-40,2019-09-24 18:58:00,13
1058114,Отношения,Строительство,36-40,2019-09-24 18:59:00,9
1058115,Отношения,Строительство,36-40,2019-09-24 19:00:00,1
1058116,Отношения,Строительство,41-45,2019-09-24 18:31:00,1
1058117,Отношения,Строительство,41-45,2019-09-24 18:53:00,1
1058118,Отношения,Строительство,41-45,2019-09-24 18:54:00,1
1058119,Отношения,Строительство,41-45,2019-09-24 18:55:00,3
1058120,Отношения,Строительство,41-45,2019-09-24 18:56:00,3
1058121,Отношения,Строительство,41-45,2019-09-24 18:58:00,10
1058122,Отношения,Строительство,41-45,2019-09-24 18:59:00,3
1058123,Отношения,Строительство,41-45,2019-09-24 19:00:00,1
1058124,Отношения,Строительство,45+,2019-09-24 18:55:00,3
1058125,Отношения,Строительство,45+,2019-09-24 18:56:00,2
1058126,Отношения,Строительство,45+,2019-09-24 18:57:00,2
1058127,Отношения,Строительство,45+,2019-09-24 18:58:00,2
1058128,Отношения,Строительство,45+,2019-09-24 18:59:00,2
1058129,Отношения,Технологии,18-25,2019-09-24 18:30:00,1
1058130,Отношения,Технологии,18-25,2019-09-24 18:32:00,1
1058131,Отношения,Технологии,18-25,2019-09-24 18:53:00,1
1058132,Отношения,Технологии,18-25,2019-09-24 18:54:00,4
1058133,Отношения,Технологии,18-25,2019-09-24 18:55:00,5
1058134,Отношения,Технологии,18-25,2019-09-24 18:56:00,11
1058135,Отношения,Технологии,18-25,2019-09-24 18:57:00,5
1058136,Отношения,Технологии,18-25,2019-09-24 18:58:00,9
1058137,Отношения,Технологии,18-25,2019-09-24 18:59:00,9
1058138,Отношения,Технологии,18-25,2019-09-24 19:00:00,4
1058139,Отношения,Технологии,26-30,2019-09-24 18:54:00,1
1058140,Отношения,Технологии,26-30,2019-09-24 18:55:00,3
1058141,Отношения,Технологии,26-30,2019-09-24 18:56:00,1
1058142,Отношения,Технологии,26-30,2019-09-24 18:57:00,8
1058143,Отношения,Технологии,26-30,2019-09-24 18:58:00,7
1058144,Отношения,Технологии,26-30,2019-09-24 18:59:00,1
1058145,Отношения,Технологии,26-30,2019-09-24 19:00:00,1
1058146,Отношения,Технологии,31-35,2019-09-24 18:55:00,2
1058147,Отношения,Технологии,31-35,2019-09-24 18:56:00,4
1058148,Отношения,Технологии,31-35,2019-09-24 18:57:00,3
1058149,Отношения,Технологии,31-35,2019-09-24 18:58:00,3
1058150,Отношения,Технологии,31-35,2019-09-24 18:59:00,5
1058151,Отношения,Технологии,31-35,2019-09-24 19:00:00,2
1058152,Отношения,Технологии,36-40,2019-09-24 18:32:00,1
1058153,Отношения,Технологии,36-40,2019-09-24 18:56:00,1
1058154,Отношения,Технологии,36-40,2019-09-24 18:57:00,2
1058155,Отношения,Технологии,36-40,2019-09-24 18:58:00,6
1058156,Отношения,Технологии,36-40,2019-09-24 18:59:00,1
1058157,Отношения,Технологии,41-45,2019-09-24 18:56:00,1
1058158,Отношения,Технологии,41-45,2019-09-24 18:57:00,1
1058159,Отношения,Технологии,41-45,2019-09-24 18:58:00,5
1058160,Отношения,Технологии,41-45,2019-09-24 18:59:00,1
1058161,Отношения,Технологии,41-45,2019-09-24 19:00:00,1
1058162,Отношения,Технологии,45+,2019-09-24 18:28:00,1
1058163,Отношения,Технологии,45+,2019-09-24 18:56:00,2
1058164,Отношения,Технологии,45+,2019-09-24 18:57:00,2
1058165,Отношения,Технологии,45+,2019-09-24 18:58:00,3
1058166,Отношения,Финансы,18-25,2019-09-24 18:29:00,2
1058167,Отношения,Финансы,18-25,2019-09-24 18:34:00,1
1058168,Отношения,Финансы,18-25,2019-09-24 18:52:00,1
1058169,Отношения,Финансы,18-25,2019-09-24 18:54:00,6
1058170,Отношения,Финансы,18-25,2019-09-24 18:55:00,13
1058171,Отношения,Финансы,18-25,2019-09-24 18:56:00,18
1058172,Отношения,Финансы,18-25,2019-09-24 18:57:00,26
1058173,Отношения,Финансы,18-25,2019-09-24 18:58:00,23
1058174,Отношения,Финансы,18-25,2019-09-24 18:59:00,23
1058175,Отношения,Финансы,18-25,2019-09-24 19:00:00,9
1058176,Отношения,Финансы,26-30,2019-09-24 18:29:00,1
1058177,Отношения,Финансы,26-30,2019-09-24 18:32:00,2
1058178,Отношения,Финансы,26-30,2019-09-24 18:52:00,1
1058179,Отношения,Финансы,26-30,2019-09-24 18:54:00,2
1058180,Отношения,Финансы,26-30,2019-09-24 18:55:00,3
1058181,Отношения,Финансы,26-30,2019-09-24 18:56:00,15
1058182,Отношения,Финансы,26-30,2019-09-24 18:57:00,11
1058183,Отношения,Финансы,26-30,2019-09-24 18:58:00,14
1058184,Отношения,Финансы,26-30,2019-09-24 18:59:00,7
1058185,Отношения,Финансы,26-30,2019-09-24 19:00:00,3
1058186,Отношения,Финансы,31-35,2019-09-24 18:28:00,2
1058187,Отношения,Финансы,31-35,2019-09-24 18:54:00,6
1058188,Отношения,Финансы,31-35,2019-09-24 18:55:00,4
1058189,Отношения,Финансы,31-35,2019-09-24 18:56:00,14
1058190,Отношения,Финансы,31-35,2019-09-24 18:57:00,12
1058191,Отношения,Финансы,31-35,2019-09-24 18:58:00,10
1058192,Отношения,Финансы,31-35,2019-09-24 18:59:00,9
1058193,Отношения,Финансы,31-35,2019-09-24 19:00:00,2
1058194,Отношения,Финансы,36-40,2019-09-24 18:28:00,1
1058195,Отношения,Финансы,36-40,2019-09-24 18:29:00,1
1058196,Отношения,Финансы,36-40,2019-09-24 18:30:00,1
1058197,Отношения,Финансы,36-40,2019-09-24 18:33:00,1
1058198,Отношения,Финансы,36-40,2019-09-24 18:55:00,5
1058199,Отношения,Финансы,36-40,2019-09-24 18:56:00,5
1058200,Отношения,Финансы,36-40,2019-09-24 18:57:00,7
1058201,Отношения,Финансы,36-40,2019-09-24 18:58:00,8
1058202,Отношения,Финансы,36-40,2019-09-24 18:59:00,5
1058203,Отношения,Финансы,36-40,2019-09-24 19:00:00,2
1058204,Отношения,Финансы,41-45,2019-09-24 18:29:00,1
1058205,Отношения,Финансы,41-45,2019-09-24 18:55:00,2
1058206,Отношения,Финансы,41-45,2019-09-24 18:56:00,1
1058207,Отношения,Финансы,41-45,2019-09-24 18:57:00,1
1058208,Отношения,Финансы,41-45,2019-09-24 18:58:00,3
1058209,Отношения,Финансы,41-45,2019-09-24 18:59:00,2
1058210,Отношения,Финансы,41-45,2019-09-24 19:00:00,1
1058211,Отношения,Финансы,45+,2019-09-24 18:54:00,1
1058212,Отношения,Финансы,45+,2019-09-24 18:55:00,2
1058213,Отношения,Финансы,45+,2019-09-24 18:56:00,2
1058214,Отношения,Финансы,45+,2019-09-24 18:57:00,3
1058215,Отношения,Финансы,45+,2019-09-24 18:58:00,1
1058216,Подборки,Авто,18-25,2019-09-24 18:28:00,1
1058217,Подборки,Авто,18-25,2019-09-24 18:29:00,1
1058218,Подборки,Авто,18-25,2019-09-24 18:30:00,2
1058219,Подборки,Авто,18-25,2019-09-24 18:32:00,4
1058220,Подборки,Авто,18-25,2019-09-24 18:33:00,2
1058221,Подборки,Авто,18-25,2019-09-24 18:52:00,3
1058222,Подборки,Авто,18-25,2019-09-24 18:54:00,7
1058223,Подборки,Авто,18-25,2019-09-24 18:55:00,23
1058224,Подборки,Авто,18-25,2019-09-24 18:56:00,25
1058225,Подборки,Авто,18-25,2019-09-24 18:57:00,25
1058226,Подборки,Авто,18-25,2019-09-24 18:58:00,39
1058227,Подборки,Авто,18-25,2019-09-24 18:59:00,22
1058228,Подборки,Авто,18-25,2019-09-24 19:00:00,7
1058229,Подборки,Авто,26-30,2019-09-24 18:29:00,1
1058230,Подборки,Авто,26-30,2019-09-24 18:31:00,3
1058231,Подборки,Авто,26-30,2019-09-24 18:32:00,1
1058232,Подборки,Авто,26-30,2019-09-24 18:53:00,2
1058233,Подборки,Авто,26-30,2019-09-24 18:54:00,7
1058234,Подборки,Авто,26-30,2019-09-24 18:55:00,13
1058235,Подборки,Авто,26-30,2019-09-24 18:56:00,19
1058236,Подборки,Авто,26-30,2019-09-24 18:57:00,30
1058237,Подборки,Авто,26-30,2019-09-24 18:58:00,28
1058238,Подборки,Авто,26-30,2019-09-24 18:59:00,23
1058239,Подборки,Авто,26-30,2019-09-24 19:00:00,6
1058240,Подборки,Авто,31-35,2019-09-24 18:30:00,1
1058241,Подборки,Авто,31-35,2019-09-24 18:31:00,1
1058242,Подборки,Авто,31-35,2019-09-24 18:32:00,1
1058243,Подборки,Авто,31-35,2019-09-24 18:33:00,2
1058244,Подборки,Авто,31-35,2019-09-24 18:52:00,1
1058245,Подборки,Авто,31-35,2019-09-24 18:54:00,1
1058246,Подборки,Авто,31-35,2019-09-24 18:55:00,17
1058247,Подборки,Авто,31-35,2019-09-24 18:56:00,32
1058248,Подборки,Авто,31-35,2019-09-24 18:57:00,28
1058249,Подборки,Авто,31-35,2019-09-24 18:58:00,14
1058250,Подборки,Авто,31-35,2019-09-24 18:59:00,17
1058251,Подборки,Авто,31-35,2019-09-24 19:00:00,3
1058252,Подборки,Авто,36-40,2019-09-24 18:32:00,1
1058253,Подборки,Авто,36-40,2019-09-24 18:33:00,4
1058254,Подборки,Авто,36-40,2019-09-24 18:54:00,4
1058255,Подборки,Авто,36-40,2019-09-24 18:55:00,7
1058256,Подборки,Авто,36-40,2019-09-24 18:56:00,20
1058257,Подборки,Авто,36-40,2019-09-24 18:57:00,13
1058258,Подборки,Авто,36-40,2019-09-24 18:58:00,14
1058259,Подборки,Авто,36-40,2019-09-24 18:59:00,13
1058260,Подборки,Авто,36-40,2019-09-24 19:00:00,5
1058261,Подборки,Авто,41-45,2019-09-24 18:31:00,1
1058262,Подборки,Авто,41-45,2019-09-24 18:33:00,1
1058263,Подборки,Авто,41-45,2019-09-24 18:55:00,3
1058264,Подборки,Авто,41-45,2019-09-24 18:56:00,4
1058265,Подборки,Авто,41-45,2019-09-24 18:57:00,8
1058266,Подборки,Авто,41-45,2019-09-24 18:58:00,7
1058267,Подборки,Авто,41-45,2019-09-24 18:59:00,7
1058268,Подборки,Авто,41-45,2019-09-24 19:00:00,5
1058269,Подборки,Авто,45+,2019-09-24 18:31:00,1
1058270,Подборки,Авто,45+,2019-09-24 18:33:00,1
1058271,Подборки,Авто,45+,2019-09-24 18:54:00,1
1058272,Подборки,Авто,45+,2019-09-24 18:55:00,1
1058273,Подборки,Авто,45+,2019-09-24 18:56:00,3
1058274,Подборки,Авто,45+,2019-09-24 18:57:00,6
1058275,Подборки,Авто,45+,2019-09-24 18:58:00,4
1058276,Подборки,Авто,45+,2019-09-24 18:59:00,4
1058277,Подборки,Авто,45+,2019-09-24 19:00:00,1
1058278,Подборки,Деньги,18-25,2019-09-24 18:29:00,1
1058279,Подборки,Деньги,18-25,2019-09-24 18:30:00,3
1058280,Подборки,Деньги,18-25,2019-09-24 18:31:00,2
1058281,Подборки,Деньги,18-25,2019-09-24 18:32:00,1
1058282,Подборки,Деньги,18-25,2019-09-24 18:54:00,2
1058283,Подборки,Деньги,18-25,2019-09-24 18:55:00,12
1058284,Подборки,Деньги,18-25,2019-09-24 18:56:00,17
1058285,Подборки,Деньги,18-25,2019-09-24 18:57:00,16
1058286,Подборки,Деньги,18-25,2019-09-24 18:58:00,21
1058287,Подборки,Деньги,18-25,2019-09-24 18:59:00,22
1058288,Подборки,Деньги,18-25,2019-09-24 19:00:00,9
1058289,Подборки,Деньги,26-30,2019-09-24 18:30:00,1
1058290,Подборки,Деньги,26-30,2019-09-24 18:32:00,1
1058291,Подборки,Деньги,26-30,2019-09-24 18:52:00,1
1058292,Подборки,Деньги,26-30,2019-09-24 18:54:00,2
1058293,Подборки,Деньги,26-30,2019-09-24 18:55:00,4
1058294,Подборки,Деньги,26-30,2019-09-24 18:56:00,2
1058295,Подборки,Деньги,26-30,2019-09-24 18:57:00,6
1058296,Подборки,Деньги,26-30,2019-09-24 18:58:00,6
1058297,Подборки,Деньги,26-30,2019-09-24 18:59:00,9
1058298,Подборки,Деньги,26-30,2019-09-24 19:00:00,4
1058299,Подборки,Деньги,31-35,2019-09-24 18:55:00,2
1058300,Подборки,Деньги,31-35,2019-09-24 18:56:00,6
1058301,Подборки,Деньги,31-35,2019-09-24 18:57:00,7
1058302,Подборки,Деньги,31-35,2019-09-24 18:58:00,6
1058303,Подборки,Деньги,31-35,2019-09-24 18:59:00,9
1058304,Подборки,Деньги,31-35,2019-09-24 19:00:00,5
1058305,Подборки,Деньги,36-40,2019-09-24 18:54:00,2
1058306,Подборки,Деньги,36-40,2019-09-24 18:55:00,1
1058307,Подборки,Деньги,36-40,2019-09-24 18:56:00,2
1058308,Подборки,Деньги,36-40,2019-09-24 18:57:00,3
1058309,Подборки,Деньги,36-40,2019-09-24 18:58:00,6
1058310,Подборки,Деньги,36-40,2019-09-24 18:59:00,6
1058311,Подборки,Деньги,36-40,2019-09-24 19:00:00,2
1058312,Подборки,Деньги,41-45,2019-09-24 18:56:00,2
1058313,Подборки,Деньги,41-45,2019-09-24 18:57:00,3
1058314,Подборки,Деньги,41-45,2019-09-24 18:58:00,6
1058315,Подборки,Деньги,41-45,2019-09-24 18:59:00,3
1058316,Подборки,Деньги,45+,2019-09-24 18:56:00,1
1058317,Подборки,Деньги,45+,2019-09-24 18:58:00,2
1058318,Подборки,Деньги,45+,2019-09-24 18:59:00,1
1058319,Подборки,Дети,18-25,2019-09-24 18:54:00,5
1058320,Подборки,Дети,18-25,2019-09-24 18:55:00,12
1058321,Подборки,Дети,18-25,2019-09-24 18:56:00,14
1058322,Подборки,Дети,18-25,2019-09-24 18:57:00,23
1058323,Подборки,Дети,18-25,2019-09-24 18:58:00,39
1058324,Подборки,Дети,18-25,2019-09-24 18:59:00,18
1058325,Подборки,Дети,18-25,2019-09-24 19:00:00,11
1058326,Подборки,Дети,26-30,2019-09-24 18:29:00,1
1058327,Подборки,Дети,26-30,2019-09-24 18:30:00,1
1058328,Подборки,Дети,26-30,2019-09-24 18:35:00,1
1058329,Подборки,Дети,26-30,2019-09-24 18:52:00,1
1058330,Подборки,Дети,26-30,2019-09-24 18:54:00,3
1058331,Подборки,Дети,26-30,2019-09-24 18:55:00,4
1058332,Подборки,Дети,26-30,2019-09-24 18:56:00,10
1058333,Подборки,Дети,26-30,2019-09-24 18:57:00,13
1058334,Подборки,Дети,26-30,2019-09-24 18:58:00,20
1058335,Подборки,Дети,26-30,2019-09-24 18:59:00,14
1058336,Подборки,Дети,26-30,2019-09-24 19:00:00,2
1058337,Подборки,Дети,31-35,2019-09-24 18:29:00,1
1058338,Подборки,Дети,31-35,2019-09-24 18:30:00,1
1058339,Подборки,Дети,31-35,2019-09-24 18:31:00,1
1058340,Подборки,Дети,31-35,2019-09-24 18:34:00,1
1058341,Подборки,Дети,31-35,2019-09-24 18:52:00,1
1058342,Подборки,Дети,31-35,2019-09-24 18:53:00,1
1058343,Подборки,Дети,31-35,2019-09-24 18:54:00,1
1058344,Подборки,Дети,31-35,2019-09-24 18:55:00,4
1058345,Подборки,Дети,31-35,2019-09-24 18:56:00,10
1058346,Подборки,Дети,31-35,2019-09-24 18:57:00,14
1058347,Подборки,Дети,31-35,2019-09-24 18:58:00,13
1058348,Подборки,Дети,31-35,2019-09-24 18:59:00,9
1058349,Подборки,Дети,31-35,2019-09-24 19:00:00,4
1058350,Подборки,Дети,36-40,2019-09-24 18:29:00,2
1058351,Подборки,Дети,36-40,2019-09-24 18:30:00,1
1058352,Подборки,Дети,36-40,2019-09-24 18:32:00,2
1058353,Подборки,Дети,36-40,2019-09-24 18:33:00,1
1058354,Подборки,Дети,36-40,2019-09-24 18:54:00,2
1058355,Подборки,Дети,36-40,2019-09-24 18:55:00,3
1058356,Подборки,Дети,36-40,2019-09-24 18:56:00,7
1058357,Подборки,Дети,36-40,2019-09-24 18:57:00,5
1058358,Подборки,Дети,36-40,2019-09-24 18:58:00,8
1058359,Подборки,Дети,36-40,2019-09-24 18:59:00,4
1058360,Подборки,Дети,36-40,2019-09-24 19:00:00,2
1058361,Подборки,Дети,41-45,2019-09-24 18:52:00,1
1058362,Подборки,Дети,41-45,2019-09-24 18:54:00,1
1058363,Подборки,Дети,41-45,2019-09-24 18:55:00,1
1058364,Подборки,Дети,41-45,2019-09-24 18:56:00,4
1058365,Подборки,Дети,41-45,2019-09-24 18:57:00,6
1058366,Подборки,Дети,41-45,2019-09-24 18:58:00,3
1058367,Подборки,Дети,41-45,2019-09-24 18:59:00,3
1058368,Подборки,Дети,45+,2019-09-24 18:55:00,1
1058369,Подборки,Дети,45+,2019-09-24 18:56:00,2
1058370,Подборки,Дети,45+,2019-09-24 18:57:00,2
1058371,Подборки,Дети,45+,2019-09-24 18:58:00,3
1058372,Подборки,Дети,45+,2019-09-24 18:59:00,2
1058373,Подборки,Еда,18-25,2019-09-24 18:28:00,1
1058374,Подборки,Еда,18-25,2019-09-24 18:29:00,3
1058375,Подборки,Еда,18-25,2019-09-24 18:30:00,5
1058376,Подборки,Еда,18-25,2019-09-24 18:31:00,5
1058377,Подборки,Еда,18-25,2019-09-24 18:32:00,1
1058378,Подборки,Еда,18-25,2019-09-24 18:33:00,5
1058379,Подборки,Еда,18-25,2019-09-24 18:35:00,1
1058380,Подборки,Еда,18-25,2019-09-24 18:53:00,3
1058381,Подборки,Еда,18-25,2019-09-24 18:54:00,17
1058382,Подборки,Еда,18-25,2019-09-24 18:55:00,43
1058383,Подборки,Еда,18-25,2019-09-24 18:56:00,93
1058384,Подборки,Еда,18-25,2019-09-24 18:57:00,91
1058385,Подборки,Еда,18-25,2019-09-24 18:58:00,80
1058386,Подборки,Еда,18-25,2019-09-24 18:59:00,94
1058387,Подборки,Еда,18-25,2019-09-24 19:00:00,26
1058388,Подборки,Еда,26-30,2019-09-24 18:29:00,1
1058389,Подборки,Еда,26-30,2019-09-24 18:31:00,1
1058390,Подборки,Еда,26-30,2019-09-24 18:32:00,4
1058391,Подборки,Еда,26-30,2019-09-24 18:34:00,1
1058392,Подборки,Еда,26-30,2019-09-24 18:54:00,9
1058393,Подборки,Еда,26-30,2019-09-24 18:55:00,14
1058394,Подборки,Еда,26-30,2019-09-24 18:56:00,16
1058395,Подборки,Еда,26-30,2019-09-24 18:57:00,30
1058396,Подборки,Еда,26-30,2019-09-24 18:58:00,23
1058397,Подборки,Еда,26-30,2019-09-24 18:59:00,23
1058398,Подборки,Еда,26-30,2019-09-24 19:00:00,6
1058399,Подборки,Еда,31-35,2019-09-24 18:33:00,4
1058400,Подборки,Еда,31-35,2019-09-24 18:53:00,2
1058401,Подборки,Еда,31-35,2019-09-24 18:54:00,6
1058402,Подборки,Еда,31-35,2019-09-24 18:55:00,10
1058403,Подборки,Еда,31-35,2019-09-24 18:56:00,19
1058404,Подборки,Еда,31-35,2019-09-24 18:57:00,29
1058405,Подборки,Еда,31-35,2019-09-24 18:58:00,30
1058406,Подборки,Еда,31-35,2019-09-24 18:59:00,24
1058407,Подборки,Еда,31-35,2019-09-24 19:00:00,6
1058408,Подборки,Еда,36-40,2019-09-24 18:33:00,1
1058409,Подборки,Еда,36-40,2019-09-24 18:34:00,1
1058410,Подборки,Еда,36-40,2019-09-24 18:54:00,4
1058411,Подборки,Еда,36-40,2019-09-24 18:55:00,10
1058412,Подборки,Еда,36-40,2019-09-24 18:56:00,14
1058413,Подборки,Еда,36-40,2019-09-24 18:57:00,23
1058414,Подборки,Еда,36-40,2019-09-24 18:58:00,16
1058415,Подборки,Еда,36-40,2019-09-24 18:59:00,15
1058416,Подборки,Еда,36-40,2019-09-24 19:00:00,4
1058417,Подборки,Еда,41-45,2019-09-24 18:30:00,1
1058418,Подборки,Еда,41-45,2019-09-24 18:33:00,1
1058419,Подборки,Еда,41-45,2019-09-24 18:54:00,1
1058420,Подборки,Еда,41-45,2019-09-24 18:55:00,1
1058421,Подборки,Еда,41-45,2019-09-24 18:56:00,5
1058422,Подборки,Еда,41-45,2019-09-24 18:57:00,5
1058423,Подборки,Еда,41-45,2019-09-24 18:58:00,5
1058424,Подборки,Еда,41-45,2019-09-24 18:59:00,8
1058425,Подборки,Еда,41-45,2019-09-24 19:00:00,1
1058426,Подборки,Еда,45+,2019-09-24 18:54:00,1
1058427,Подборки,Еда,45+,2019-09-24 18:55:00,7
1058428,Подборки,Еда,45+,2019-09-24 18:56:00,6
1058429,Подборки,Еда,45+,2019-09-24 18:57:00,4
1058430,Подборки,Еда,45+,2019-09-24 18:58:00,7
1058431,Подборки,Еда,45+,2019-09-24 18:59:00,2
1058432,Подборки,Еда,45+,2019-09-24 19:00:00,2
1058433,Подборки,Здоровье,18-25,2019-09-24 18:28:00,2
1058434,Подборки,Здоровье,18-25,2019-09-24 18:30:00,1
1058435,Подборки,Здоровье,18-25,2019-09-24 18:32:00,2
1058436,Подборки,Здоровье,18-25,2019-09-24 18:54:00,6
1058437,Подборки,Здоровье,18-25,2019-09-24 18:55:00,22
1058438,Подборки,Здоровье,18-25,2019-09-24 18:56:00,24
1058439,Подборки,Здоровье,18-25,2019-09-24 18:57:00,41
1058440,Подборки,Здоровье,18-25,2019-09-24 18:58:00,48
1058441,Подборки,Здоровье,18-25,2019-09-24 18:59:00,30
1058442,Подборки,Здоровье,18-25,2019-09-24 19:00:00,8
1058443,Подборки,Здоровье,26-30,2019-09-24 18:29:00,2
1058444,Подборки,Здоровье,26-30,2019-09-24 18:55:00,8
1058445,Подборки,Здоровье,26-30,2019-09-24 18:56:00,11
1058446,Подборки,Здоровье,26-30,2019-09-24 18:57:00,11
1058447,Подборки,Здоровье,26-30,2019-09-24 18:58:00,16
1058448,Подборки,Здоровье,26-30,2019-09-24 18:59:00,13
1058449,Подборки,Здоровье,26-30,2019-09-24 19:00:00,8
1058450,Подборки,Здоровье,31-35,2019-09-24 18:28:00,1
1058451,Подборки,Здоровье,31-35,2019-09-24 18:30:00,1
1058452,Подборки,Здоровье,31-35,2019-09-24 18:33:00,1
1058453,Подборки,Здоровье,31-35,2019-09-24 18:34:00,1
1058454,Подборки,Здоровье,31-35,2019-09-24 18:53:00,2
1058455,Подборки,Здоровье,31-35,2019-09-24 18:54:00,3
1058456,Подборки,Здоровье,31-35,2019-09-24 18:55:00,8
1058457,Подборки,Здоровье,31-35,2019-09-24 18:56:00,11
1058458,Подборки,Здоровье,31-35,2019-09-24 18:57:00,10
1058459,Подборки,Здоровье,31-35,2019-09-24 18:58:00,14
1058460,Подборки,Здоровье,31-35,2019-09-24 18:59:00,6
1058461,Подборки,Здоровье,31-35,2019-09-24 19:00:00,5
1058462,Подборки,Здоровье,36-40,2019-09-24 18:54:00,4
1058463,Подборки,Здоровье,36-40,2019-09-24 18:55:00,2
1058464,Подборки,Здоровье,36-40,2019-09-24 18:56:00,11
1058465,Подборки,Здоровье,36-40,2019-09-24 18:57:00,12
1058466,Подборки,Здоровье,36-40,2019-09-24 18:58:00,8
1058467,Подборки,Здоровье,36-40,2019-09-24 18:59:00,8
1058468,Подборки,Здоровье,36-40,2019-09-24 19:00:00,8
1058469,Подборки,Здоровье,41-45,2019-09-24 18:30:00,1
1058470,Подборки,Здоровье,41-45,2019-09-24 18:55:00,1
1058471,Подборки,Здоровье,41-45,2019-09-24 18:56:00,3
1058472,Подборки,Здоровье,41-45,2019-09-24 18:57:00,2
1058473,Подборки,Здоровье,41-45,2019-09-24 18:58:00,5
1058474,Подборки,Здоровье,41-45,2019-09-24 18:59:00,2
1058475,Подборки,Здоровье,45+,2019-09-24 18:54:00,1
1058476,Подборки,Здоровье,45+,2019-09-24 18:55:00,1
1058477,Подборки,Здоровье,45+,2019-09-24 18:56:00,2
1058478,Подборки,Здоровье,45+,2019-09-24 18:57:00,4
1058479,Подборки,Здоровье,45+,2019-09-24 18:58:00,2
1058480,Подборки,Здоровье,45+,2019-09-24 18:59:00,2
1058481,Подборки,Здоровье,45+,2019-09-24 19:00:00,1
1058482,Подборки,Знаменитости,18-25,2019-09-24 18:29:00,1
1058483,Подборки,Знаменитости,18-25,2019-09-24 18:30:00,3
1058484,Подборки,Знаменитости,18-25,2019-09-24 18:31:00,3
1058485,Подборки,Знаменитости,18-25,2019-09-24 18:32:00,7
1058486,Подборки,Знаменитости,18-25,2019-09-24 18:52:00,2
1058487,Подборки,Знаменитости,18-25,2019-09-24 18:53:00,2
1058488,Подборки,Знаменитости,18-25,2019-09-24 18:54:00,26
1058489,Подборки,Знаменитости,18-25,2019-09-24 18:55:00,48
1058490,Подборки,Знаменитости,18-25,2019-09-24 18:56:00,67
1058491,Подборки,Знаменитости,18-25,2019-09-24 18:57:00,61
1058492,Подборки,Знаменитости,18-25,2019-09-24 18:58:00,92
1058493,Подборки,Знаменитости,18-25,2019-09-24 18:59:00,64
1058494,Подборки,Знаменитости,18-25,2019-09-24 19:00:00,28
1058495,Подборки,Знаменитости,26-30,2019-09-24 18:28:00,2
1058496,Подборки,Знаменитости,26-30,2019-09-24 18:29:00,2
1058497,Подборки,Знаменитости,26-30,2019-09-24 18:30:00,4
1058498,Подборки,Знаменитости,26-30,2019-09-24 18:31:00,1
1058499,Подборки,Знаменитости,26-30,2019-09-24 18:32:00,2
1058500,Подборки,Знаменитости,26-30,2019-09-24 18:33:00,3
1058501,Подборки,Знаменитости,26-30,2019-09-24 18:54:00,6
1058502,Подборки,Знаменитости,26-30,2019-09-24 18:55:00,22
1058503,Подборки,Знаменитости,26-30,2019-09-24 18:56:00,42
1058504,Подборки,Знаменитости,26-30,2019-09-24 18:57:00,53
1058505,Подборки,Знаменитости,26-30,2019-09-24 18:58:00,50
1058506,Подборки,Знаменитости,26-30,2019-09-24 18:59:00,49
1058507,Подборки,Знаменитости,26-30,2019-09-24 19:00:00,14
1058508,Подборки,Знаменитости,31-35,2019-09-24 18:29:00,3
1058509,Подборки,Знаменитости,31-35,2019-09-24 18:30:00,3
1058510,Подборки,Знаменитости,31-35,2019-09-24 18:31:00,1
1058511,Подборки,Знаменитости,31-35,2019-09-24 18:32:00,2
1058512,Подборки,Знаменитости,31-35,2019-09-24 18:34:00,1
1058513,Подборки,Знаменитости,31-35,2019-09-24 18:52:00,3
1058514,Подборки,Знаменитости,31-35,2019-09-24 18:53:00,1
1058515,Подборки,Знаменитости,31-35,2019-09-24 18:54:00,17
1058516,Подборки,Знаменитости,31-35,2019-09-24 18:55:00,26
1058517,Подборки,Знаменитости,31-35,2019-09-24 18:56:00,51
1058518,Подборки,Знаменитости,31-35,2019-09-24 18:57:00,68
